,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
3215,3215,Troy Hudson,MIN,28.0,185.42,77.11064,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,29,7.5,1.2,2.4,-4.7,0.01,0.069,0.241,0.492,0.252,2003-04
3228,3228,Wally Szczerbiak,MIN,27.0,200.66,106.59412,Miami (OH),USA,1999,1,6,28,10.2,3.1,1.2,9.1,0.045,0.105,0.218,0.539,0.1,2003-04
3282,3282,Sam Cassell,MIN,34.0,190.5,83.91452,Florida State,USA,1993,1,24,81,19.8,3.3,7.3,10.2,0.019,0.086,0.2689999999999999,0.5660000000000001,0.354,2003-04
3319,3319,Darrick Martin,MIN,33.0,180.34,77.11064,UCLA,USA,Undrafted,Undrafted,Undrafted,16,3.4,0.4,1.4,5.2,0.013,0.032,0.205,0.3879999999999999,0.258,2003-04
3495,3495,Gary Trent,MIN,29.0,203.2,113.398,Ohio,USA,1995,1,11,68,5.6,3.2,0.7,-4.4,0.098,0.146,0.1939999999999999,0.515,0.081,2003-04
3498,3498,Fred Hoiberg,MIN,31.0,195.58,95.25432,Iowa State,USA,1995,2,52,79,6.7,3.4,1.4,4.5,0.0139999999999999,0.156,0.126,0.611,0.095,2003-04
3503,3503,Ervin Johnson,MIN,36.0,210.82,115.66596,New Orleans,USA,1993,1,23,66,1.9,3.5,0.4,7.1,0.078,0.1889999999999999,0.072,0.551,0.033,2003-04
3517,3517,Ervin Johnson,MIN,37.0,210.82,111.13004,New Orleans,USA,1993,1,23,46,1.6,2.5,0.1,-8.7,0.1169999999999999,0.1939999999999999,0.098,0.562,0.022,2004-05
3522,3522,Fred Hoiberg,MIN,32.0,195.58,95.25432,Iowa State,USA,1995,2,52,76,5.8,2.4,1.1,7.3,0.032,0.129,0.131,0.664,0.102,2004-05
3561,3561,Eddie Griffin,MIN,23.0,208.28,108.86208,Seton Hall,USA,2001,1,7,70,7.5,6.5,0.8,4.3,0.103,0.228,0.19,0.474,0.057,2004-05
3597,3597,Wally Szczerbiak,MIN,28.0,200.66,110.676448,Miami (OH),USA,1999,1,6,81,15.5,3.7,2.4,1.7,0.039,0.095,0.213,0.595,0.125,2004-05
3609,3609,Troy Hudson,MIN,29.0,185.42,77.11064,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,79,8.7,1.3,3.6,-1.1,0.013,0.055,0.2189999999999999,0.491,0.265,2004-05
3611,3611,Trenton Hassell,MIN,26.0,195.58,90.7184,Austin Peay,USA,2001,2,29,82,6.6,2.7,1.6,-1.8,0.046,0.075,0.133,0.515,0.0969999999999999,2004-05
3679,3679,Anthony Carter,MIN,30.0,187.96,88.45044,Hawaii,USA,Undrafted,Undrafted,Undrafted,66,2.7,1.0,2.4,2.9,0.02,0.09,0.172,0.4539999999999999,0.355,2004-05
3765,3765,John Thomas,MIN,29.0,205.74,120.20188,Minnesota,USA,1997,1,25,44,2.5,2.2,0.4,4.4,0.093,0.119,0.114,0.522,0.047,2004-05
3769,3769,Kevin Garnett,MIN,29.0,210.82,99.79024,None,USA,1995,1,5,82,22.2,13.5,5.7,1.2,0.095,0.303,0.2689999999999999,0.5670000000000001,0.264,2004-05
3781,3781,Latrell Sprewell,MIN,34.0,195.58,88.45044,Alabama,USA,1992,1,24,80,12.8,3.2,2.2,-1.2,0.032,0.083,0.22,0.489,0.119,2004-05
3892,3892,Sam Cassell,MIN,35.0,190.5,83.91452,Florida State,USA,1993,1,24,59,13.5,2.7,5.1,2.9,0.019,0.092,0.258,0.529,0.336,2004-05
3943,3943,Mark Madsen,MIN,29.0,205.74,107.047712,Stanford,USA,2000,1,29,41,2.1,3.1,0.4,6.1,0.127,0.123,0.0819999999999999,0.526,0.0409999999999999,2004-05
3947,3947,Ndudi Ebi,MIN,21.0,205.74,88.45044,None,USA,2003,1,26,2,13.5,8.0,0.5,17.9,0.109,0.208,0.23,0.541,0.033,2004-05
3966,3966,Michael Olowokandi,MIN,30.0,213.36,122.46984,Pacific,Nigeria,1998,1,1,62,5.9,5.2,0.5,-1.2,0.1009999999999999,0.1969999999999999,0.173,0.48,0.038,2004-05
3976,3976,Eddie Griffin,MIN,24.0,208.28,108.86208,Seton Hall,USA,2001,1,7,70,4.6,5.6,0.6,-5.7,0.093,0.2339999999999999,0.157,0.397,0.049,2005-06
4110,4110,Anthony Carter,MIN,31.0,187.96,88.45044,Hawaii,USA,Undrafted,Undrafted,Undrafted,45,3.3,1.4,2.2,-3.3,0.018,0.106,0.16,0.465,0.2769999999999999,2005-06
4141,4141,Bracey Wright,MIN,21.0,190.5,95.25432,Indiana,USA,2005,2,47,7,8.9,2.6,0.7,-4.3,0.025,0.12,0.228,0.534,0.072,2005-06
4212,4212,Ronald Dupree,MIN,25.0,200.66,94.800728,Louisiana State,USA,Undrafted,Undrafted,Undrafted,36,2.2,1.4,0.4,-12.9,0.09,0.126,0.168,0.494,0.092,2005-06
4239,4239,Rashad McCants,MIN,21.0,193.04,93.893544,North Carolina,USA,2005,1,14,79,7.9,1.8,0.8,-3.6,0.026,0.095,0.2319999999999999,0.539,0.088,2005-06
4253,4253,Ricky Davis,MIN,26.0,200.66,88.45044,Iowa,USA,1998,1,21,78,19.4,4.5,5.1,-1.2,0.025,0.102,0.238,0.521,0.211,2005-06
4285,4285,Troy Hudson,MIN,30.0,185.42,77.11064,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,36,9.5,1.2,2.9,-2.2,0.012,0.052,0.236,0.48,0.239,2005-06
4286,4286,Trenton Hassell,MIN,27.0,195.58,90.7184,Austin Peay,USA,2001,2,29,77,9.2,2.8,2.6,-2.1,0.0409999999999999,0.063,0.155,0.512,0.129,2005-06
